"CODIBGE","REGIAO","UF","CIDADE","PAIS","LOCCIDADE","POPESTIMADA","POPCLASSE"
4123303,"Sul","PR","Santa Cruz de Monte Castelo","Brasil","Santa Cruz de Monte Castelo, PR",8113,"5001 até 10000"
4123402,"Sul","PR","Santa Fé","Brasil","Santa Fé, PR",11691,"10001 até 20000"
4123501,"Sul","PR","Santa Helena","Brasil","Santa Helena, PR",25911,"20001 até 50000"
4123600,"Sul","PR","Santa Inês","Brasil","Santa Inês, PR",1727,"Até 5000"
4123709,"Sul","PR","Santa Isabel do Ivaí","Brasil","Santa Isabel do Ivaí, PR",8858,"5001 até 10000"
4123808,"Sul","PR","Santa Izabel do Oeste","Brasil","Santa Izabel do Oeste, PR",14411,"10001 até 20000"
4123824,"Sul","PR","Santa Lúcia","Brasil","Santa Lúcia, PR",3955,"Até 5000"
4123857,"Sul","PR","Santa Maria do Oeste","Brasil","Santa Maria do Oeste, PR",10716,"10001 até 20000"
4123907,"Sul","PR","Santa Mariana","Brasil","Santa Mariana, PR",12307,"10001 até 20000"
4123956,"Sul","PR","Santa Mônica","Brasil","Santa Mônica, PR",3915,"Até 5000"
4124004,"Sul","PR","Santana do Itararé","Brasil","Santana do Itararé, PR",5222,"5001 até 10000"
4124020,"Sul","PR","Santa Tereza do Oeste","Brasil","Santa Tereza do Oeste, PR",10471,"10001 até 20000"
4124053,"Sul","PR","Santa Terezinha de Itaipu","Brasil","Santa Terezinha de Itaipu, PR",22992,"20001 até 50000"
4124103,"Sul","PR","Santo Antônio da Platina","Brasil","Santo Antônio da Platina, PR",45819,"20001 até 50000"
4124202,"Sul","PR","Santo Antônio do Caiuá","Brasil","Santo Antônio do Caiuá, PR",2741,"Até 5000"
4124301,"Sul","PR","Santo Antônio do Paraíso","Brasil","Santo Antônio do Paraíso, PR",2281,"Até 5000"
4124400,"Sul","PR","Santo Antônio do Sudoeste","Brasil","Santo Antônio do Sudoeste, PR",20158,"20001 até 50000"
4124509,"Sul","PR","Santo Inácio","Brasil","Santo Inácio, PR",5506,"5001 até 10000"
4124608,"Sul","PR","São Carlos do Ivaí","Brasil","São Carlos do Ivaí, PR",6839,"5001 até 10000"
4124707,"Sul","PR","São Jerônimo da Serra","Brasil","São Jerônimo da Serra, PR",11519,"10001 até 20000"
4124806,"Sul","PR","São João","Brasil","São João, PR",10644,"10001 até 20000"
4124905,"Sul","PR","São João do Caiuá","Brasil","São João do Caiuá, PR",6025,"5001 até 10000"
4125001,"Sul","PR","São João do Ivaí","Brasil","São João do Ivaí, PR",11005,"10001 até 20000"
4125100,"Sul","PR","São João do Triunfo","Brasil","São João do Triunfo, PR",14927,"10001 até 20000"
4125209,"Sul","PR","São Jorge d'Oeste","Brasil","São Jorge d'Oeste, PR",9291,"5001 até 10000"
4125308,"Sul","PR","São Jorge do Ivaí","Brasil","São Jorge do Ivaí, PR",5676,"5001 até 10000"
4125357,"Sul","PR","São Jorge do Patrocínio","Brasil","São Jorge do Patrocínio, PR",5946,"5001 até 10000"
4125407,"Sul","PR","São José da Boa Vista","Brasil","São José da Boa Vista, PR",6485,"5001 até 10000"
4125456,"Sul","PR","São José das Palmeiras","Brasil","São José das Palmeiras, PR",3816,"Até 5000"
4125506,"Sul","PR","São José dos Pinhais","Brasil","São José dos Pinhais, PR",307530,"100001 até 500000"
4125555,"Sul","PR","São Manoel do Paraná","Brasil","São Manoel do Paraná, PR",2189,"Até 5000"
4125605,"Sul","PR","São Mateus do Sul","Brasil","São Mateus do Sul, PR",45398,"20001 até 50000"
4125704,"Sul","PR","São Miguel do Iguaçu","Brasil","São Miguel do Iguaçu, PR",27461,"20001 até 50000"
4125753,"Sul","PR","São Pedro do Iguaçu","Brasil","São Pedro do Iguaçu, PR",6286,"5001 até 10000"
4125803,"Sul","PR","São Pedro do Ivaí","Brasil","São Pedro do Ivaí, PR",10928,"10001 até 20000"
4125902,"Sul","PR","São Pedro do Paraná","Brasil","São Pedro do Paraná, PR",2443,"Até 5000"
4126009,"Sul","PR","São Sebastião da Amoreira","Brasil","São Sebastião da Amoreira, PR",8985,"5001 até 10000"
4126108,"Sul","PR","São Tomé","Brasil","São Tomé, PR",5715,"5001 até 10000"
4126207,"Sul","PR","Sapopema","Brasil","Sapopema, PR",6905,"5001 até 10000"
4126256,"Sul","PR","Sarandi","Brasil","Sarandi, PR",94181,"50001 até 100000"
4126272,"Sul","PR","Saudade do Iguaçu","Brasil","Saudade do Iguaçu, PR",5448,"5001 até 10000"
4126306,"Sul","PR","Sengés","Brasil","Sengés, PR",19443,"10001 até 20000"
4126355,"Sul","PR","Serranópolis do Iguaçu","Brasil","Serranópolis do Iguaçu, PR",4637,"Até 5000"
4126405,"Sul","PR","Sertaneja","Brasil","Sertaneja, PR",5633,"5001 até 10000"
4126504,"Sul","PR","Sertanópolis","Brasil","Sertanópolis, PR",16485,"10001 até 20000"
4126603,"Sul","PR","Siqueira Campos","Brasil","Siqueira Campos, PR",20508,"20001 até 50000"
4126652,"Sul","PR","Sulina","Brasil","Sulina, PR",3222,"Até 5000"
4126678,"Sul","PR","Tamarana","Brasil","Tamarana, PR",14143,"10001 até 20000"
4126702,"Sul","PR","Tamboara","Brasil","Tamboara, PR",5064,"5001 até 10000"
4126801,"Sul","PR","Tapejara","Brasil","Tapejara, PR",15962,"10001 até 20000"
4126900,"Sul","PR","Tapira","Brasil","Tapira, PR",5798,"5001 até 10000"
4127007,"Sul","PR","Teixeira Soares","Brasil","Teixeira Soares, PR",11834,"10001 até 20000"
4127106,"Sul","PR","Telêmaco Borba","Brasil","Telêmaco Borba, PR",77276,"50001 até 100000"
4127205,"Sul","PR","Terra Boa","Brasil","Terra Boa, PR",16991,"10001 até 20000"
4127304,"Sul","PR","Terra Rica","Brasil","Terra Rica, PR",16578,"10001 até 20000"
4127403,"Sul","PR","Terra Roxa","Brasil","Terra Roxa, PR",17627,"10001 até 20000"
4127502,"Sul","PR","Tibagi","Brasil","Tibagi, PR",20562,"20001 até 50000"
4127601,"Sul","PR","Tijucas do Sul","Brasil","Tijucas do Sul, PR",16348,"10001 até 20000"
4127700,"Sul","PR","Toledo","Brasil","Toledo, PR",135538,"100001 até 500000"
4127809,"Sul","PR","Tomazina","Brasil","Tomazina, PR",8470,"5001 até 10000"
4127858,"Sul","PR","Três Barras do Paraná","Brasil","Três Barras do Paraná, PR",12256,"10001 até 20000"
4127882,"Sul","PR","Tunas do Paraná","Brasil","Tunas do Paraná, PR",7971,"5001 até 10000"
4127908,"Sul","PR","Tuneiras do Oeste","Brasil","Tuneiras do Oeste, PR",8833,"5001 até 10000"
4127957,"Sul","PR","Tupãssi","Brasil","Tupãssi, PR",8277,"5001 até 10000"
4127965,"Sul","PR","Turvo","Brasil","Turvo, PR",13640,"10001 até 20000"
4128005,"Sul","PR","Ubiratã","Brasil","Ubiratã, PR",21762,"20001 até 50000"
4128104,"Sul","PR","Umuarama","Brasil","Umuarama, PR",109955,"100001 até 500000"
4128203,"Sul","PR","União da Vitória","Brasil","União da Vitória, PR",57027,"50001 até 100000"
4128302,"Sul","PR","Uniflor","Brasil","Uniflor, PR",2614,"Até 5000"
4128401,"Sul","PR","Uraí","Brasil","Uraí, PR",11662,"10001 até 20000"
4128500,"Sul","PR","Wenceslau Braz","Brasil","Wenceslau Braz, PR",19856,"10001 até 20000"
4128534,"Sul","PR","Ventania","Brasil","Ventania, PR",11407,"10001 até 20000"
4128559,"Sul","PR","Vera Cruz do Oeste","Brasil","Vera Cruz do Oeste, PR",8918,"5001 até 10000"
4128609,"Sul","PR","Verê","Brasil","Verê, PR",7692,"5001 até 10000"
4128625,"Sul","PR","Alto Paraíso","Brasil","Alto Paraíso, PR",2998,"Até 5000"
4128633,"Sul","PR","Doutor Ulysses","Brasil","Doutor Ulysses, PR",5781,"5001 até 10000"
4128658,"Sul","PR","Virmond","Brasil","Virmond, PR",4095,"Até 5000"
4128708,"Sul","PR","Vitorino","Brasil","Vitorino, PR",6878,"5001 até 10000"
4128807,"Sul","PR","Xambrê","Brasil","Xambrê, PR",5957,"5001 até 10000"
4200051,"Sul","SC","Abdon Batista","Brasil","Abdon Batista, SC",2604,"Até 5000"
4200101,"Sul","SC","Abelardo Luz","Brasil","Abelardo Luz, SC",17847,"10001 até 20000"
4200200,"Sul","SC","Agrolândia","Brasil","Agrolândia, SC",10581,"10001 até 20000"
4200309,"Sul","SC","Agronômica","Brasil","Agronômica, SC",5437,"5001 até 10000"
4200408,"Sul","SC","Água Doce","Brasil","Água Doce, SC",7154,"5001 até 10000"
4200507,"Sul","SC","Águas de Chapecó","Brasil","Águas de Chapecó, SC",6445,"5001 até 10000"
4200556,"Sul","SC","Águas Frias","Brasil","Águas Frias, SC",2387,"Até 5000"
4200606,"Sul","SC","Águas Mornas","Brasil","Águas Mornas, SC",6298,"5001 até 10000"
4200705,"Sul","SC","Alfredo Wagner","Brasil","Alfredo Wagner, SC",9960,"5001 até 10000"
4200754,"Sul","SC","Alto Bela Vista","Brasil","Alto Bela Vista, SC",1967,"Até 5000"
4200804,"Sul","SC","Anchieta","Brasil","Anchieta, SC",5832,"5001 até 10000"
4200903,"Sul","SC","Angelina","Brasil","Angelina, SC",4943,"Até 5000"
4201000,"Sul","SC","Anita Garibaldi","Brasil","Anita Garibaldi, SC",7537,"5001 até 10000"
4201109,"Sul","SC","Anitápolis","Brasil","Anitápolis, SC",3248,"Até 5000"
4201208,"Sul","SC","Antônio Carlos","Brasil","Antônio Carlos, SC",8327,"5001 até 10000"
4201257,"Sul","SC","Apiúna","Brasil","Apiúna, SC",10542,"10001 até 20000"
4201273,"Sul","SC","Arabutã","Brasil","Arabutã, SC",4281,"Até 5000"
4201307,"Sul","SC","Araquari","Brasil","Araquari, SC",35268,"20001 até 50000"
4201406,"Sul","SC","Araranguá","Brasil","Araranguá, SC",67110,"50001 até 100000"
4201505,"Sul","SC","Armazém","Brasil","Armazém, SC",8520,"5001 até 10000"
4201604,"Sul","SC","Arroio Trinta","Brasil","Arroio Trinta, SC",3564,"Até 5000"
4201653,"Sul","SC","Arvoredo","Brasil","Arvoredo, SC",2261,"Até 5000"
4201703,"Sul","SC","Ascurra","Brasil","Ascurra, SC",7877,"5001 até 10000"
4201802,"Sul","SC","Atalanta","Brasil","Atalanta, SC",3254,"Até 5000"
4201901,"Sul","SC","Aurora","Brasil","Aurora, SC",5688,"5001 até 10000"
4201950,"Sul","SC","Balneário Arroio do Silva","Brasil","Balneário Arroio do Silva, SC",12344,"10001 até 20000"
4202008,"Sul","SC","Balneário Camboriú","Brasil","Balneário Camboriú, SC",135268,"100001 até 500000"
4202057,"Sul","SC","Balneário Barra do Sul","Brasil","Balneário Barra do Sul, SC",10317,"10001 até 20000"
4202073,"Sul","SC","Balneário Gaivota","Brasil","Balneário Gaivota, SC",10413,"10001 até 20000"
4202081,"Sul","SC","Bandeirante","Brasil","Bandeirante, SC",2751,"Até 5000"
4202099,"Sul","SC","Barra Bonita","Brasil","Barra Bonita, SC",1739,"Até 5000"
4202107,"Sul","SC","Barra Velha","Brasil","Barra Velha, SC",27781,"20001 até 50000"
4202131,"Sul","SC","Bela Vista do Toldo","Brasil","Bela Vista do Toldo, SC",6304,"5001 até 10000"
4202156,"Sul","SC","Belmonte","Brasil","Belmonte, SC",2709,"Até 5000"
4202206,"Sul","SC","Benedito Novo","Brasil","Benedito Novo, SC",11425,"10001 até 20000"
4202305,"Sul","SC","Biguaçu","Brasil","Biguaçu, SC",66558,"50001 até 100000"
4202404,"Sul","SC","Blumenau","Brasil","Blumenau, SC",348513,"100001 até 500000"
4202438,"Sul","SC","Bocaina do Sul","Brasil","Bocaina do Sul, SC",3456,"Até 5000"
4202453,"Sul","SC","Bombinhas","Brasil","Bombinhas, SC",18623,"10001 até 20000"
4202503,"Sul","SC","Bom Jardim da Serra","Brasil","Bom Jardim da Serra, SC",4694,"Até 5000"
4202537,"Sul","SC","Bom Jesus","Brasil","Bom Jesus, SC",2919,"Até 5000"
4202578,"Sul","SC","Bom Jesus do Oeste","Brasil","Bom Jesus do Oeste, SC",2151,"Até 5000"
4202602,"Sul","SC","Bom Retiro","Brasil","Bom Retiro, SC",9796,"5001 até 10000"
4202701,"Sul","SC","Botuverá","Brasil","Botuverá, SC",5100,"5001 até 10000"
4202800,"Sul","SC","Braço do Norte","Brasil","Braço do Norte, SC",32648,"20001 até 50000"
4202859,"Sul","SC","Braço do Trombudo","Brasil","Braço do Trombudo, SC",3709,"Até 5000"
4202875,"Sul","SC","Brunópolis","Brasil","Brunópolis, SC",2539,"Até 5000"
4202909,"Sul","SC","Brusque","Brasil","Brusque, SC",128818,"100001 até 500000"
4203006,"Sul","SC","Caçador","Brasil","Caçador, SC",77323,"50001 até 100000"
4203105,"Sul","SC","Caibi","Brasil","Caibi, SC",6213,"5001 até 10000"
4203154,"Sul","SC","Calmon","Brasil","Calmon, SC",3380,"Até 5000"
4203204,"Sul","SC","Camboriú","Brasil","Camboriú, SC",78731,"50001 até 100000"
4203253,"Sul","SC","Capão Alto","Brasil","Capão Alto, SC",2597,"Até 5000"
4203303,"Sul","SC","Campo Alegre","Brasil","Campo Alegre, SC",12012,"10001 até 20000"
4203402,"Sul","SC","Campo Belo do Sul","Brasil","Campo Belo do Sul, SC",7177,"5001 até 10000"
4203501,"Sul","SC","Campo Erê","Brasil","Campo Erê, SC",8787,"5001 até 10000"
4203600,"Sul","SC","Campos Novos","Brasil","Campos Novos, SC",35710,"20001 até 50000"
4203709,"Sul","SC","Canelinha","Brasil","Canelinha, SC",11944,"10001 até 20000"
4203808,"Sul","SC","Canoinhas","Brasil","Canoinhas, SC",54403,"50001 até 100000"
4203907,"Sul","SC","Capinzal","Brasil","Capinzal, SC",22524,"20001 até 50000"
4203956,"Sul","SC","Capivari de Baixo","Brasil","Capivari de Baixo, SC",24298,"20001 até 50000"
4204004,"Sul","SC","Catanduvas","Brasil","Catanduvas, SC",10632,"10001 até 20000"
4204103,"Sul","SC","Caxambu do Sul","Brasil","Caxambu do Sul, SC",3850,"Até 5000"
4204152,"Sul","SC","Celso Ramos","Brasil","Celso Ramos, SC",2760,"Até 5000"
4204178,"Sul","SC","Cerro Negro","Brasil","Cerro Negro, SC",3254,"Até 5000"
4204194,"Sul","SC","Chapadão do Lageado","Brasil","Chapadão do Lageado, SC",2953,"Até 5000"
4204202,"Sul","SC","Chapecó","Brasil","Chapecó, SC",213279,"100001 até 500000"
4204251,"Sul","SC","Cocal do Sul","Brasil","Cocal do Sul, SC",16446,"10001 até 20000"
4204301,"Sul","SC","Concórdia","Brasil","Concórdia, SC",73766,"50001 até 100000"
4204350,"Sul","SC","Cordilheira Alta","Brasil","Cordilheira Alta, SC",4321,"Até 5000"
4204400,"Sul","SC","Coronel Freitas","Brasil","Coronel Freitas, SC",10130,"10001 até 20000"
4204459,"Sul","SC","Coronel Martins","Brasil","Coronel Martins, SC",2548,"Até 5000"
4204509,"Sul","SC","Corupá","Brasil","Corupá, SC",15541,"10001 até 20000"
4204558,"Sul","SC","Correia Pinto","Brasil","Correia Pinto, SC",13358,"10001 até 20000"
4204608,"Sul","SC","Criciúma","Brasil","Criciúma, SC",211369,"100001 até 500000"
4204707,"Sul","SC","Cunha Porã","Brasil","Cunha Porã, SC",11057,"10001 até 20000"
4204756,"Sul","SC","Cunhataí","Brasil","Cunhataí, SC",1955,"Até 5000"
4204806,"Sul","SC","Curitibanos","Brasil","Curitibanos, SC",39566,"20001 até 50000"
4204905,"Sul","SC","Descanso","Brasil","Descanso, SC",8399,"5001 até 10000"
4205001,"Sul","SC","Dionísio Cerqueira","Brasil","Dionísio Cerqueira, SC",15450,"10001 até 20000"
4205100,"Sul","SC","Dona Emma","Brasil","Dona Emma, SC",4081,"Até 5000"
4205159,"Sul","SC","Doutor Pedrinho","Brasil","Doutor Pedrinho, SC",4043,"Até 5000"
4205175,"Sul","SC","Entre Rios","Brasil","Entre Rios, SC",3183,"Até 5000"
4205191,"Sul","SC","Ermo","Brasil","Ermo, SC",2076,"Até 5000"
4205209,"Sul","SC","Erval Velho","Brasil","Erval Velho, SC",4480,"Até 5000"
4205308,"Sul","SC","Faxinal dos Guedes","Brasil","Faxinal dos Guedes, SC",10745,"10001 até 20000"
4205357,"Sul","SC","Flor do Sertão","Brasil","Flor do Sertão, SC",1594,"Até 5000"
4205407,"Sul","SC","Florianópolis","Brasil","Florianópolis, SC",485838,"100001 até 500000"
4205431,"Sul","SC","Formosa do Sul","Brasil","Formosa do Sul, SC",2549,"Até 5000"
4205456,"Sul","SC","Forquilhinha","Brasil","Forquilhinha, SC",25988,"20001 até 50000"
4205506,"Sul","SC","Fraiburgo","Brasil","Fraiburgo, SC",36261,"20001 até 50000"
4205555,"Sul","SC","Frei Rogério","Brasil","Frei Rogério, SC",2146,"Até 5000"
4205605,"Sul","SC","Galvão","Brasil","Galvão, SC",3058,"Até 5000"
4205704,"Sul","SC","Garopaba","Brasil","Garopaba, SC",22082,"20001 até 50000"
4205803,"Sul","SC","Garuva","Brasil","Garuva, SC",17479,"10001 até 20000"
4205902,"Sul","SC","Gaspar","Brasil","Gaspar, SC",67392,"50001 até 100000"
4206009,"Sul","SC","Governador Celso Ramos","Brasil","Governador Celso Ramos, SC",14229,"10001 até 20000"
4206108,"Sul","SC","Grão Pará","Brasil","Grão Pará, SC",6537,"5001 até 10000"
4206207,"Sul","SC","Gravatal","Brasil","Gravatal, SC",11394,"10001 até 20000"
4206306,"Sul","SC","Guabiruba","Brasil","Guabiruba, SC",22732,"20001 até 50000"
4206405,"Sul","SC","Guaraciaba","Brasil","Guaraciaba, SC",10259,"10001 até 20000"
4206504,"Sul","SC","Guaramirim","Brasil","Guaramirim, SC",42872,"20001 até 50000"
4206603,"Sul","SC","Guarujá do Sul","Brasil","Guarujá do Sul, SC",5139,"5001 até 10000"
4206652,"Sul","SC","Guatambú","Brasil","Guatambú, SC",4733,"Até 5000"
4206702,"Sul","SC","Herval d'Oeste","Brasil","Herval d'Oeste, SC",22443,"20001 até 50000"
4206751,"Sul","SC","Ibiam","Brasil","Ibiam, SC",1967,"Até 5000"
4206801,"Sul","SC","Ibicaré","Brasil","Ibicaré, SC",3268,"Até 5000"
4206900,"Sul","SC","Ibirama","Brasil","Ibirama, SC",18721,"10001 até 20000"
4207007,"Sul","SC","Içara","Brasil","Içara, SC",54845,"50001 até 100000"
4207106,"Sul","SC","Ilhota","Brasil","Ilhota, SC",13857,"10001 até 20000"
4207205,"Sul","SC","Imaruí","Brasil","Imaruí, SC",10571,"10001 até 20000"
4207304,"Sul","SC","Imbituba","Brasil","Imbituba, SC",44076,"20001 até 50000"
4207403,"Sul","SC","Imbuia","Brasil","Imbuia, SC",6133,"5001 até 10000"
4207502,"Sul","SC","Indaial","Brasil","Indaial, SC",66497,"50001 até 100000"
4207577,"Sul","SC","Iomerê","Brasil","Iomerê, SC",2917,"Até 5000"
4207601,"Sul","SC","Ipira","Brasil","Ipira, SC",4562,"Até 5000"
4207650,"Sul","SC","Iporã do Oeste","Brasil","Iporã do Oeste, SC",8930,"5001 até 10000"
4207684,"Sul","SC","Ipuaçu","Brasil","Ipuaçu, SC",7400,"5001 até 10000"
4207700,"Sul","SC","Ipumirim","Brasil","Ipumirim, SC",7561,"5001 até 10000"
4207759,"Sul","SC","Iraceminha","Brasil","Iraceminha, SC",4067,"Até 5000"
4207809,"Sul","SC","Irani","Brasil","Irani, SC",10285,"10001 até 20000"
4207858,"Sul","SC","Irati","Brasil","Irati, SC",1984,"Até 5000"
4207908,"Sul","SC","Irineópolis","Brasil","Irineópolis, SC",11133,"10001 até 20000"
4208005,"Sul","SC","Itá","Brasil","Itá, SC",6275,"5001 até 10000"
4208104,"Sul","SC","Itaiópolis","Brasil","Itaiópolis, SC",21506,"20001 até 50000"
4208203,"Sul","SC","Itajaí","Brasil","Itajaí, SC",212615,"100001 até 500000"
4208302,"Sul","SC","Itapema","Brasil","Itapema, SC",61187,"50001 até 100000"
4208401,"Sul","SC","Itapiranga","Brasil","Itapiranga, SC",16683,"10001 até 20000"
4208450,"Sul","SC","Itapoá","Brasil","Itapoá, SC",19355,"10001 até 20000"
4208500,"Sul","SC","Ituporanga","Brasil","Ituporanga, SC",24622,"20001 até 50000"
4208609,"Sul","SC","Jaborá","Brasil","Jaborá, SC",3990,"Até 5000"
4208708,"Sul","SC","Jacinto Machado","Brasil","Jacinto Machado, SC",10539,"10001 até 20000"
4208807,"Sul","SC","Jaguaruna","Brasil","Jaguaruna, SC",19527,"10001 até 20000"
4208906,"Sul","SC","Jaraguá do Sul","Brasil","Jaraguá do Sul, SC",170835,"100001 até 500000"
4208955,"Sul","SC","Jardinópolis","Brasil","Jardinópolis, SC",1625,"Até 5000"
4209003,"Sul","SC","Joaçaba","Brasil","Joaçaba, SC",29608,"20001 até 50000"
4209102,"Sul","SC","Joinville","Brasil","Joinville, SC",577077,"Maior que 500000"
4209151,"Sul","SC","José Boiteux","Brasil","José Boiteux, SC",4887,"Até 5000"
4209177,"Sul","SC","Jupiá","Brasil","Jupiá, SC",2127,"Até 5000"
4209201,"Sul","SC","Lacerdópolis","Brasil","Lacerdópolis, SC",2251,"Até 5000"
4209300,"Sul","SC","Lages","Brasil","Lages, SC",158508,"100001 até 500000"
4209409,"Sul","SC","Laguna","Brasil","Laguna, SC",45311,"20001 até 50000"
4209458,"Sul","SC","Lajeado Grande","Brasil","Lajeado Grande, SC",1453,"Até 5000"
4209508,"Sul","SC","Laurentino","Brasil","Laurentino, SC",6790,"5001 até 10000"
4209607,"Sul","SC","Lauro Muller","Brasil","Lauro Muller, SC",15149,"10001 até 20000"
4209706,"Sul","SC","Lebon Régis","Brasil","Lebon Régis, SC",12133,"10001 até 20000"
4209805,"Sul","SC","Leoberto Leal","Brasil","Leoberto Leal, SC",3140,"Até 5000"
4209854,"Sul","SC","Lindóia do Sul","Brasil","Lindóia do Sul, SC",4615,"Até 5000"
4209904,"Sul","SC","Lontras","Brasil","Lontras, SC",11774,"10001 até 20000"
4210001,"Sul","SC","Luiz Alves","Brasil","Luiz Alves, SC",12413,"10001 até 20000"
4210035,"Sul","SC","Luzerna","Brasil","Luzerna, SC",5705,"5001 até 10000"
4210050,"Sul","SC","Macieira","Brasil","Macieira, SC",1799,"Até 5000"
4210100,"Sul","SC","Mafra","Brasil","Mafra, SC",55907,"50001 até 100000"
4210209,"Sul","SC","Major Gercino","Brasil","Major Gercino, SC",3429,"Até 5000"
4210308,"Sul","SC","Major Vieira","Brasil","Major Vieira, SC",8015,"5001 até 10000"
4210407,"Sul","SC","Maracajá","Brasil","Maracajá, SC",7139,"5001 até 10000"
4210506,"Sul","SC","Maravilha","Brasil","Maravilha, SC",25076,"20001 até 50000"
4210555,"Sul","SC","Marema","Brasil","Marema, SC",1906,"Até 5000"
4210605,"Sul","SC","Massaranduba","Brasil","Massaranduba, SC",16455,"10001 até 20000"
4210704,"Sul","SC","Matos Costa","Brasil","Matos Costa, SC",2614,"Até 5000"
4210803,"Sul","SC","Meleiro","Brasil","Meleiro, SC",7047,"5001 até 10000"
4210852,"Sul","SC","Mirim Doce","Brasil","Mirim Doce, SC",2374,"Até 5000"
4210902,"Sul","SC","Modelo","Brasil","Modelo, SC",4192,"Até 5000"
4211009,"Sul","SC","Mondaí","Brasil","Mondaí, SC",11496,"10001 até 20000"
4211058,"Sul","SC","Monte Carlo","Brasil","Monte Carlo, SC",9785,"5001 até 10000"
4211108,"Sul","SC","Monte Castelo","Brasil","Monte Castelo, SC",8471,"5001 até 10000"
4211207,"Sul","SC","Morro da Fumaça","Brasil","Morro da Fumaça, SC",17532,"10001 até 20000"
4211256,"Sul","SC","Morro Grande","Brasil","Morro Grande, SC",2915,"Até 5000"
4211306,"Sul","SC","Navegantes","Brasil","Navegantes, SC",77137,"50001 até 100000"
4211405,"Sul","SC","Nova Erechim","Brasil","Nova Erechim, SC",4879,"Até 5000"
4211454,"Sul","SC","Nova Itaberaba","Brasil","Nova Itaberaba, SC",4339,"Até 5000"
4211504,"Sul","SC","Nova Trento","Brasil","Nova Trento, SC",14099,"10001 até 20000"
4211603,"Sul","SC","Nova Veneza","Brasil","Nova Veneza, SC",14837,"10001 até 20000"
4211652,"Sul","SC","Novo Horizonte","Brasil","Novo Horizonte, SC",2532,"Até 5000"
4211702,"Sul","SC","Orleans","Brasil","Orleans, SC",22723,"20001 até 50000"
4211751,"Sul","SC","Otacílio Costa","Brasil","Otacílio Costa, SC",18313,"10001 até 20000"
4211801,"Sul","SC","Ouro","Brasil","Ouro, SC",7363,"5001 até 10000"
4211850,"Sul","SC","Ouro Verde","Brasil","Ouro Verde, SC",2245,"Até 5000"
4211876,"Sul","SC","Paial","Brasil","Paial, SC",1577,"Até 5000"
4211892,"Sul","SC","Painel","Brasil","Painel, SC",2376,"Até 5000"
4211900,"Sul","SC","Palhoça","Brasil","Palhoça, SC",164926,"100001 até 500000"
4212007,"Sul","SC","Palma Sola","Brasil","Palma Sola, SC",7558,"5001 até 10000"
4212056,"Sul","SC","Palmeira","Brasil","Palmeira, SC",2586,"Até 5000"
4212106,"Sul","SC","Palmitos","Brasil","Palmitos, SC",16253,"10001 até 20000"
4212205,"Sul","SC","Papanduva","Brasil","Papanduva, SC",19015,"10001 até 20000"
4212239,"Sul","SC","Paraíso","Brasil","Paraíso, SC",3613,"Até 5000"
4212254,"Sul","SC","Passo de Torres","Brasil","Passo de Torres, SC",8370,"5001 até 10000"
4212270,"Sul","SC","Passos Maia","Brasil","Passos Maia, SC",4243,"Até 5000"
4212304,"Sul","SC","Paulo Lopes","Brasil","Paulo Lopes, SC",7360,"5001 até 10000"
4212403,"Sul","SC","Pedras Grandes","Brasil","Pedras Grandes, SC",4026,"Até 5000"
4212502,"Sul","SC","Penha","Brasil","Penha, SC",31025,"20001 até 50000"
4212601,"Sul","SC","Peritiba","Brasil","Peritiba, SC",2855,"Até 5000"
4212650,"Sul","SC","Pescaria Brava","Brasil","Pescaria Brava, SC",9980,"5001 até 10000"
4212700,"Sul","SC","Petrolândia","Brasil","Petrolândia, SC",6021,"5001 até 10000"
4212809,"Sul","SC","Balneário Piçarras","Brasil","Balneário Piçarras, SC",21884,"20001 até 50000"
4212908,"Sul","SC","Pinhalzinho","Brasil","Pinhalzinho, SC",19511,"10001 até 20000"
4106803,"Sul","PR","Cruz Machado","Brasil","Cruz Machado, PR",18907,"10001 até 20000"
4106852,"Sul","PR","Cruzmaltina","Brasil","Cruzmaltina, PR",3110,"Até 5000"
4106902,"Sul","PR","Curitiba","Brasil","Curitiba, PR",1908359,"Maior que 500000"
4305207,"Sul","RS","Cerro Largo","Brasil","Cerro Largo, RS",14069,"10001 até 20000"
4305306,"Sul","RS","Chapada","Brasil","Chapada, RS",9597,"5001 até 10000"
4305355,"Sul","RS","Charqueadas","Brasil","Charqueadas, RS",38899,"20001 até 50000"
4305371,"Sul","RS","Charrua","Brasil","Charrua, RS",3482,"Até 5000"
4305405,"Sul","RS","Chiapetta","Brasil","Chiapetta, RS",4026,"Até 5000"
4305439,"Sul","RS","Chuí","Brasil","Chuí, RS",6456,"5001 até 10000"
4305447,"Sul","RS","Chuvisca","Brasil","Chuvisca, RS",5319,"5001 até 10000"
4305454,"Sul","RS","Cidreira","Brasil","Cidreira, RS",14710,"10001 até 20000"
4305504,"Sul","RS","Ciríaco","Brasil","Ciríaco, RS",4983,"Até 5000"
4305587,"Sul","RS","Colinas","Brasil","Colinas, RS",2499,"Até 5000"
4305603,"Sul","RS","Colorado","Brasil","Colorado, RS",3478,"Até 5000"
4305702,"Sul","RS","Condor","Brasil","Condor, RS",6836,"5001 até 10000"
4305801,"Sul","RS","Constantina","Brasil","Constantina, RS",10109,"10001 até 20000"
